Teimour Radjabov,?,A Basim,?,1/2-1/2,c4 f5,Nc3 Nf6,Nf3 e6,d4 Bb4,e3 O-O,Bd3 d6,Bd2 Qe7,Qc2 b6,a3 Bxc3,Bxc3 Bb7,Qe2 Ne4,Bxe4 Bxe4,O-O Nd7,Nd2 Bb7,e4 f4
Teimour Radjabov,?,Maroun Tomb,?,1/2-1/2,c4 e5,Nc3 Nc6,g3 g6,Bg2 Bg7,d3 d6,Nf3 Nge7,Bd2 O-O,Qc1 Bd7,Bh6 Nf5,Bxg7 Nxg7,e4 Bg4,Ng1 Nb4,Qd2 Bd7,a3 Nc6,Qh6 Nd4,Nf3 Nxf3+,Bxf3 Ne6,h4 Qf6,Bg4 Bc6
Teimour Radjabov,?,S Hamed Moosavian,?,1/2-1/2,c4 c5,Nc3 g6,g3 Bg7,Bg2 Nc6,Nf3 d6,d3 Nf6,O-O O-O,Rb1 a6,a3 Nd7,Bd2 Nde5,Nxe5 Bxe5,Bh6 Re8,e3 Rb8,Ne2 Bg4,h3 Bxe2,Qxe2 Bg7,Bxg7 Kxg7,b4 Qd7,b5 axb5,Rxb5 e5,Rfb1 Re7,Qb2 Nd8,d4 cxd4,exd4 f6,Rb6 Qc7,dxe5 dxe5,Qb4 Rd7,Bd5 Re7,c5 Rd7,Bg2 Rd4
Teimour Radjabov,?,Vlad Ionescu,?,1/2-1/2,Nf3 g6,g3 Nf6,b3 Bg7,Bb2 d5,c4 dxc4,bxc4 O-O,Bg2 c6,O-O Nbd7,d4 Nb6,Nbd2 Re8,Qc2 Qc7,c5 Nbd7,Nc4 Nf8,e4 Be6,Ng5 Bxc4,Qxc4 e6,Rfe1
Teimour Radjabov,?,Kestutis Labeckas,?,1-0,Nf3 d5,b3 Nf6,Bb2 g6,c4 dxc4,bxc4 Bg7,d4 O-O,Nbd2 Bf5,e3 Re8,Be2 Na6,Nh4 Bc8,O-O c5,Nb3 cxd4,exd4 e6,Nf3 b6,Ne5 Bb7,Bf3 Bxf3,Qxf3 Qc7,Rac1 Nh5,g4 Bxe5,dxe5 Ng7,Rcd1 Rad8,Qf6 Rxd1,Rxd1 Qxc4,Rd4 Qc7,Nd2 Qe7,Ne4 Qc7,Qh4 h5,Nf6+ Kf8,Nxe8 Kxe8,Qf6 Kf8,Rd8+ Ne8,Qh8+
Teimour Radjabov,2781,Etienne Bacrot,2714,1/2-1/2,e4 e5,Nf3 Nc6,Ng1 Nb8,Nf3 Nc6,Bc4 Bc5,O-O Nf6,d3 O-O,Nbd2 d5,exd5 Nxd5,Re1 Nf6,c3 a6,a4 h6,b4 Bd6,Qb3 b6,Ne4
