Capablanca Jose Raul (CUB),0,Colle Edgard (BEL),0,1-0,c4 Nf6,Nf3 c5,Nc3 Nc6,d4 cxd4,Nxd4 Nxd4,Qxd4 g6,e4,Be3 Bg7,f3 Qa5,Qd2 a6,Be2 Be6,Rc1 Rc8,b3 Nd7,O-O O-O,Nd5 Qd8,Qb4 Bxd5,cxd5 Rxc1,Rxc1 Qb8,Qc4,Rc2 Bf6,f4 Rd8,Qc7 Qa8,Bg4 Nc5,e5 Bg7,Qxe7,e6 hxg4,exf7+ Kh7,Qh4+ Bh6,f5 g5,Bxg5 Kg7,Qxh6+ 1-0
Capablanca Jose Raul (CUB),0,Menchik Vera,0,1-0,e4 Nf6,e5 Nd5,Nf3 d6,Bc4 e6,O-O Nb6,Bb3 c5,c3 Nc6,exd6 Bxd6,d4 c4,Bc2 Qc7,Nbd2 Bd7,Qe2 Ne7,Ne4,Nxd6+ Qxd6,Ne5 Ng6,f4 O-O,Rf3 Bc6,Rh3 Nd7,Nxc4 Qd5,Ne3 Qd6,Nc4 Qd5,Ne5 Bb5,Qe1 Ndxe5,fxe5,Qd1 Bc6,Qe2 Rfe8,Bg5 Nf8,Rg3 b5,h4 Rc7,h5,Bb3 Qa5,Rc1 Be4,Qd2 Rec8,Bf6 Qb6,Qg5 Qb7,Kh2 1-0
Capablanca Jose Raul (CUB),0,Torre Carlos (MEX),0,1-0,Nf3 Nf6,c4 c5,d4 cxd4,Nxd4 e5,Nb5 Bb4+,Bd2 Bxd2+,Qxd2 O-O,N1c3 Na6,g3 Nc5,Bg2 a6,Nd6 Qa5,O-O Rb8,Rfd1 b5,cxb5 axb5,Qg5 Na4,Nf5 Ne8,Nh6+ Kh8,Qe7 1-0
Capablanca Jose Raul (CUB),0,Yates Frederick,0,1-0,Nf3 Nf6,c4 g6,b3 Bg7,Bb2 O-O,g3 d6,Bg2 Nc6,O-O,d4 Nd7,dxe5 Ndxe5,Nc3 Re8,Nxe5 Nxe5,Qd2 a5,Rac1,h3 Bd7,Nd5 b6,f4 Nc6,Bxg7 Kxg7,Qb2+ f6,g4,g5 Nxd5,cxd5 Rc8,e4 c6,dxc6 Rxc6,gxf6+ Kf7,e5 Rxc1,Rxc1 dxe5,fxe5 Qb8,Qd4 Bf5,Bd5+ Kf8,Qf4,Qh6+ Ke8,f7+ 1-0
Capablanca Jose Raul (CUB),0,Golmayo De La Torriente Manuel,0,1-0,Nf3 Nf6,c4 e6,d4 d5,Bg5 Be7,e3 Nbd7,Nbd2 Ne4,Bxe7,Bd3 f5,O-O O-O,Rc1 c6,a3 a5,Ne1 Kh8,f3 Nxd2,Qxd2 Nf6,Bb1 Rd8,Nd3 Rf8,Qe1 Re8,f4 g6,Rc3,Qh4 Rg7,Ne5 Kg8,Qe1 Bd7,cxd5 exd5,Rc5 Qd8,Qh4 Qe7,h3 Bc8,Qe1 Qd8,Rc1 Be6,Kh2 Nd7,Nd3,Rf2 Re7,Qc3 Rae8,b4 axb4,axb4 Bf7,Ne5 Nxe5,dxe5 Be6,Rb2 Rc8,Qd4 Qd8,Bd3 Rec7,Rbc2 Qe7,Qb6,Rc5 Kg7,b5 Qd7,Be2 h5,Qa5 Qe8,Qc3 Kh7,Bd1,Ba4 Qe6,Qa5 Kh6,Qb6 Qd7,bxc6 bxc6,Rxc6 1-0
Capablanca Jose Raul (CUB),0,Rey Ardid Ramon,0,1-0,Nf3 Nf6,c4 c5,d4 b6,Nc3 Bb7,d5 d6,e4 Nbd7,Bf4 g6,Qd2 Bg7,Bh6 O-O,h4 Ng4,Bxg7 Kxg7,h5 h6,Be2 Re8,Nh4 Ngf6,f4 Bc8,hxg6 fxg6,Qd3 Nf8,e5 dxe5,fxe5,e6 Bb7,Qe3 1-0
Capablanca Jose Raul (CUB),0,Soler L,0,1-0,Nf3 Nf6,c4 e6,Nc3 b6,g3 Bb7,Bg2 c5,O-O Nc6,d4 cxd4,Nxd4 Bc5,Ndb5 O-O,Bg5 Be7,Nd6 Bxd6,Qxd6 Qb8,Rfd1,Bxf6 Bxg2,Qxb8 Raxb8,Be5 Bc6,Bxb8 Rxb8,b3,Rd4 Nb7,Nb5 Bxb5,cxb5 d5,Rc1 Nd6,a4 Rb7,f3,Kf2 Ke7,h4 a5,Rd2 Kd7,Ke3 Rb8,Kd4 g6,Ke5,Rdc2 Ne8,f4 1-0
Capablanca Jose Raul (CUB),0,Brinckmann Alfred (GER),0,1-0,d4 d5,c4 c6,Nf3 Nf6,Nc3 dxc4,a4 Bf5,Ne5 Nbd7,Nxc4,g3 e5,dxe5 Nxe5,Bf4 Nfd7,Bg2 f6,O-O Be6,Nxe5,Be3 Be7,a5 a6,Qc2 O-O,Rfd1 Rae8,Nd5 Bxd5,Bxd5+ Kh8,Be6 Nf6,Bb6 Qb8,Bd7 Nxd7,Rxd7 Rf6,Rad1,Qb3 Bf6,e4 h6,Bc5 Kh7,Rxb7 Qc8,Rdd7 1-0
Capablanca Jose Raul (CUB),0,Colle Edgard (BEL),0,1-0,d4 Nf6,c4 e6,Nc3 Bb4,Qb3 Bxc3+,Qxc3 Ne4,Qc2 d5,Nf3,e3 Nc6,Be2 Re8,O-O e5,cxd5 1-0
Capablanca Jose Raul (CUB),0,Vajda Arpad (HUN),0,1-0,d4 d5,c4 e6,Nf3 Nf6,Bg5 Nbd7,e3 Bb4+,Nbd2 c5,a3,Qxd2 Ne4,Bxd8 Nxd2,Nxd2 Kxd8,dxc5 Nxc5,cxd5,Rc1 Na4,b3 Nb6,Nf3 Be6,Kd2 Rc8,Bd3 Rxc1,Rxc1,Nd4 a6,h4 h6,f4 Kd6,Bxa6 Bc8,Bd3 Bd7,Bf5,a4 g5,a5 Na8,g4 Nc7,h5 gxf4,exf4 Nb5,Nxb5+,Rc8 Be8,b4 Rg8,b5 1-0
Capablanca Jose Raul (CUB),0,Becker Albert (AUT),0,1-0,d4 d5,c4 e6,Nf3 Nd7,Nc3 Ngf6,Bf4 dxc4,e3 Nd5,Bxc4,exf4 Bd6,g3 Nf6,O-O O-O,Qe2 b6,Rfd1 Bb7,Rac1,Bd3 Bb4,Ne4 Qd5,Nfg5 Ne8,Nxh7 f5,Nhg5 1-0
Capablanca Jose Raul (CUB),0,Gilg Karl (GER),2320,1-0,d4 d5,c4 e6,Nf3 Nf6,Bg5 Be7,e3 Nbd7,Nbd2 h6,Bh4,Rc1 c5,cxd5 Nxd5,Bg3 b6,Bd3 cxd4,exd4 Bb7,O-O,Re1 Rc8,Rxc8 Qxc8,Ne5 Qd8,a3 a6,Nb3 Bd6,Qe2,Nd2 Qe7,Bb1 Rc8,Qd3 Bb8,f4 Qf8,Nd7 Qe8,Nxb8,f5 Rd8,Nf3 Bc8,fxe6 Bxe6,Ne5 Qf8,Ng6 Qe8,Nf4 Nxf4,Bxf4 Qd7,Be5 Kf8,h3 Ne8,Qh7 f6,Qh8+,Bg3 Qd5,Bg6 1-0
Capablanca Jose Raul (CUB),0,Maroczy Geza (HUN),0,1-0,d4 Nf6,c4 e6,Nf3 d5,Bg5 Be7,e3 O-O,Nc3 Nbd7,Rc1,Qc2 h6,Bh4 a6,cxd5 Nxd5,Bg3 Qa5,Nd2 Nxc3,bxc3,Nc4 Qd8,Rd1 cxd4,Rxd4 Bc5,Rd2 Qe7,Be2 b6,Nd6,O-O Ra7,Bd3 Bd7,Rfd1 e5,Bh4 g5,Bg3 Kg7,Be2,h4 Rc7,hxg5 hxg5,Nf5+ Bxf5,Qxf5 1-0
Capablanca Jose Raul (CUB),0,Marshall Frank J (USA),0,1-0,d4 Nf6,c4 e6,Nf3 b6,g3 Bb7,Bg2 c5,d5 exd5,Nh4 g6,Nc3 Bg7,O-O O-O,Bg5 h6,Nxd5 Bxd5,Bxf6 Qxf6,Qxd5,Qxd7 Ne5,Qa4 Rae8,Bd5 g5,Ng2 Ng6,e3 Re7,Qc2,b3 Ne7,Rad1 Rfd8,e4 Qg6,f4 Qh5,fxg5 Nxd5,exd5,Qf5 Bd4+,Kh1 Re7,Rde1 Rxe1,Nxe1 Rd6,g4 Qg6,Nf3 Qxf5,gxf5 Be3,Kg2 b5,Re1 Bf4,Kh3 bxc4,bxc4,Re2 Ra3,Kg4 Rc3,Nxg5 Rxc4,Re8+ Kg7,Ne4 Bxh2,Kh5 Bf4,f6+ Kh7,Re7 Kg8,d6 Rd4,d7 Rd5+,Kg4,Ng5 Rd4+,Kh5 1-0
Capablanca Jose Raul (CUB),0,Mattison Herman (LAT),0,1-0,d4 Nf6,c4 e6,Nc3 Bb4,Qc2 c5,dxc5 Nc6,Nf3 Bxc5,Bf4,e3 Qa5,Be2 Bb4,O-O Bxc3,bxc3 O-O,Rab1 Qa3,Rfd1,cxd5 Nxd5,Ng5 f5,Bf3 Qc5,c4 Ndb4,Qb3 e5,a3,Bxc6 1-0
Capablanca Jose Raul (CUB),0,Treybal Karel (CZE),0,1-0,d4 d5,c4 c6,Nf3 e6,Bg5 Be7,Bxe7 Qxe7,Nbd2 f5,e3,Bd3 Nh6,O-O O-O,Qc2 g6,Rab1 Nf6,Ne5 Nf7,f4,Ndf3 Rfd8,b4 Be8,Rfc1 a6,Qf2 Nxe5,Nxe5 Nd7,Nf3 Rdc8,c5 Nf6,a4 Ng4,Qe1 Nh6,h3 Nf7,g4 Bd7,Rc2 Kh8,Rg2 Rg8,g5 Qd8,h4 Kg7,h5 Rh8,Rh2 Qc7,Qc3 Qd8,Kf2 Qc7,Rbh1 Rag8,Qa1 Rb8,Qa3 Rbg8,b5,h6+ Kf8,axb5 Ke7,b6 Qb8,Ra1 Rc8,Qb4 Rhd8,Ra7 Kf8,Rh1 Be8,Rha1 Kg8,R1a4 Kf8,Qa3 Kg8,Kg3,Kh4 Kh8,Qa1 Kg8,Kg3 Kf8,Kg2 Be8,Nd2 Bd7,Nb3,Na5 Nd8,Ba6 bxa6,Rxd7 Re7,Rxd8+ Rxd8,Nxc6 1-0
Capablanca Jose Raul (CUB),0,Yates Frederick,0,1-0,d4 Nf6,c4 e6,Nc3 d5,Bg5 Be7,e3 O-O,Nf3 Nbd7,Rc1,Bd3 dxc4,Bxc4 b5,Bd3 a6,O-O c5,a4 c4,Bb1 Qb6,e4 h6,Be3 Ng4,Bf4 Bb7,e5 f5,h3 Rf7,d5 b4,a5,dxe6 Rff8,Qxd7 Bxf3,gxf3 bxc3,Qxe7 cxb2,Rxc4,Qc5 1-0
Capablanca Jose Raul (CUB),0,Thomas George A (ENG),0,1-0,Nf3 Nf6,c4 e6,d4 Bb4+,Nbd2 b6,e3 Bb7,Bd3 Ne4,a3,Nxd2 Nxd2,Bxd2 f5,Qh5+ g6,Qh6 Qe7,f3 d6,e4,O-O-O O-O-O,exf5 exf5,Bg5 Qf8,Qh4 Re8,Rde1,Kc2 a5,b3 Bc6,Kc3 h5,Rxe8+ Rxe8,Re1 Bb7,Qf2,Rxe8+ Qxe8,Qe2 Qxe2,Bxe2 Bc8,Be7 b5,cxb5 Nb6,Bc4 Nxc4,bxc4 Kb7,d5 f4,a4 Bf5,Bg5 Kc8,Bxf4,h3 Bb1,g4 hxg4,hxg4 Ka7,Bd2 Kb6,f4 Be4,f5,g5 f4,Bxf4 Bg6,Be3+ Kb7,c5 dxc5,Kc4 Bc2,Kxc5,Bd2 Bc2,Bxa5 Bg6,d6 cxd6+,Kxd6 1-0
Capablanca Jose Raul (CUB),0,Menchik Vera,0,1-0,Nf3 Nf6,c4 c5,Nc3 d5,cxd5 Nxd5,g3 Nc6,Bg2 e6,O-O,d4 O-O,Nxd5 Qxd5,Be3 Qh5,dxc5 e5,Nd2 f5,f4,Qb3+ Kh8,Rfe1 Nd8,Qc2 Be6,b4 Nc6,a3 Bf6,Rad1,Rc1 b5,cxb6 Nd4,Bxd4 Bxd4+,e3 Bxb6,Nc4 Bxc4,Qxc4 Qxc4,Rxc4 Rac8,Bf1 g6,Kf2 Rxc4,Bxc4 Rc8,Rc1,Ke2 axb4,axb4 Kg7,h3 Ra8,Bb3 Ra3,Rc3 h5,g4,hxg4 fxg4,Kf2 Kh6,Kg3 Bd8,Kxg4 Bf6,Rc6 Rxb3,Rxf6 Kg7,Kg5 Rxe3,Rxg6+ Kf7,Rf6+ Kg7,Rb6 Re1,Rb7+,Kf6 e3,Rb8+ Kh7,Re8 Rb1,Rxe3 Rxb4,f5 Rb8,Kf7,Re7 Rb6,f6 Ra6,Rd7 Ra8,Re7 Ra6,Kf8+ Kg6,f7,Re8 Ra7,Re6+ Kh7,Ke8 Ra8+,Ke7 Ra7+,Kf6 1-0
