Lasker Emanuel (GER),0,Showalter Jackson W (USA),0,1-0,e4 e5,Nf3 Nc6,Bb5 Nf6,Qe2 Bc5,Bxc6 bxc6,Nxe5 O-O,c3 a5,d4 Ba6,Qf3 Re8,Bg5 Be7,Nd2 Rb8,b3 Qc8,c4,O-O c5,Qh3 Re6,Nef3 Nxe4,Nxe4 Rxe4,Bxd8 Qxd8,Qf5 Qe7,Rae1 Re6,d5 g6,Qf4 Qd6,Qxd6 Rxd6,Ng5,Ne4 axb3,axb3 Rxb3,Nxd6 cxd6,Rc1 Rb4,Rb1 Bxc4,Rxb4 cxb4,Rd1 Ba2,Rd2 b3,Rb2 Kg7,f4 Kf6,Kf2,Kf3 h6,Ke4 Kg6,f5+ Kf6,g4 Ke7,Kd4 Kf6,Ke4,Kd3 Kf6,Kd4 Kg7,Kc3 h5,gxh5 Kh6,Re2 b2,Rxb2,Rd2 Be4,Rxd6+ Kxh5,f6 Bf5,Kd4 Be6,Ke5 g4,Rd3 Kg6,Rd2 Kg5,Rf2 Kg6,Kd6 Kg5,Ke7 Kh5,Re2,Re5 Bb3,Rb5 Be6,Rb6 Bc4,Rb8 Be6,Rh8 Kg5,Rh7,Rxf7 Bxf7,Kxf7 d4,Kg7 d3,f7 1-0
Lasker Emanuel (GER),0,Bird Henry E (ENG),0,1-0,e4 c5,Nf3 Nc6,b3 e5,Nc3 d6,Bc4 h6,d3 Be6,Bxe6 fxe6,O-O Be7,Ne2 g5,c3 g4,Nd2 Qb6,Nc4 Qc7,d4 b5,Na3,Nc2 bxc3,dxc5 Nf6,cxd6 Bxd6,Nxc3 Nd4,Bb2 Rd8,Rc1 Qf7,Qd3 Qh5,Nxd4 exd4,Qb5+ Kf7,Qxh5+ Nxh5,Nb5 Nf4,Bxd4 Ne2+,Kh1 Bf4,Rc4 Rhg8,Bxa7 Rg5,Nd4,Nxe2 Rh5,g3 Bxg3+,Kg2 Be5,Bd4 Bb8,Rh1 Rxh1,Kxh1 e5,Be3 h5,Nc3 Rd3,Nd5 h4,Rc8 Bd6,Rh8 Rd1+,Kh2 Rd4,Rh7+ Ke6,Rh6+ Kd7,Rxh4 1-0
Lasker Emanuel (GER),0,Gunsberg Isidor A (HUN),0,1-0,e4 e6,d4 d5,exd5 exd5,Bd3 Nf6,Bg5 Be7,Nf3 Bg4,Nbd2,Bxe7 Qxe7,O-O Nxd2,Qxd2 O-O,Rae1 Qd6,Ne5 Bc8,c4 dxc4,Bxc4 Be6,Qc3 Bxc4,Nxc4 Qd8,Na5 b6,Qf3,Nb3 Qd5,Qxd5 cxd5,Re5 Rd8,Rc1 Na6,a3 Rd7,Kf1,Ke2 f6,Re3 Kf7,a4 Rb8,Kd3 Ne8,Re2 Nd6,a5,axb6 axb6,Na1 Rc7,Rb1 Re7,Rxe7+ Kxe7,Nc2 Kd6,b3 Na5,Ne3 g6,Ng4 h5,Ne3 Re8,Re1 Re7,Rb1 Nc6,Ra1 Ra7,Rxa7 Nxa7,Nc2 Nc6,Kc3 Ke6,f3 g5,Nb4,Kd3 Ng6,Ke3 f5,Nc2 f4+,Kf2 Ne7,Ke2 Nf5,Kf2,Ke2 Kc6,Kf2 h4,Ke2 Kb5,Kd3 Ne7,Kc3 Nf5,Kd3,Kc3 Kb5,Kd3 Ka5,Kd2 b5,Kc3 Ne3,Nxe3 fxe3,g3,hxg3 e2,Kd2 Kb4,f4 gxf4,gxf4 Kxb3,f5 e1Q+,Kxe1 Kc2,f6 b4,f7 b3,f8Q b2,Qc8+ Kb3,Qf5 1-0
Lasker Emanuel (GER),0,Blackburne Joseph H (ENG),0,1-0,d4 d5,Nf3 Nf6,e3 Bg4,c4 Bxf3,gxf3 c6,Nc3 e6,Qb3,Bd2 Nbd7,f4 dxc4,Bxc4 Nb6,Bd3 Nbd5,a3 Be7,Ne2,Qc2 Qd8,f5 exf5,Bxf5 g6,Bh3 O-O,O-O Nh5,e4,f4 Bf6,e5 Re8,Bg4 Bg7,Rf2 Qh4,Rg2 Nd5,Rf1,Be1 Qe7,Bxh5 gxh5,Ng3 Rf8,Nxf5 Rxf5,Qxf5 Ne3,Qg5 Qxg5,Rxg5 Nxf1,Kxf1 Rf8,Bd2 h6,Rxh5 Kh7,Ke2,Rh3 Kf5,Kf3 Rd8,Be3 c5,dxc5 Rd3,Rg3 Bf8,b4,Rg8 Be7,Rg7 Bh4,Rf7+ Kg6,Rxb7 Be1,Ke4 Ra4,f5+ Kh5,f6 1-0
Lasker Emanuel (GER),0,Blackburne Joseph H (ENG),0,1-0,e4 e6,d4 d5,Bd3 dxe4,Bxe4 Nf6,Bf3 c6,Ne2 Bd6,O-O,Nd2 O-O,Nc4 Bc7,Bf4 Nb6,Ne5 Nfd5,Bg3 Qe7,c3,Bxd5 Nxd5,Qc1 g5,f4 Bxe5,dxe5 g4,c4 Nc7,Qe3,Rfd1 Qc5,Qxc5 Nxc5,Nc3 b6,Rd6 Ba6,b3 Rad8,Rad1 Nb7,Rxe6 Rxd1+,Nxd1 Rd8,Ne3 Rd3,Nxf5 Rd1+,Kf2 Nc5,Rd6 Ne4+,Ke2 Rxd6,exd6 Nf6,Nh6+ Kf8,Bh4,Be7+ Ke8,Nxg4 b5,cxb5 Bxb5+,Kd2 c5,Kc3 h5,Ne3 Nb6,h3 Bc6,g4 hxg4,hxg4 Nd5+,Nxd5 Bxd5,f5,Kd3 a5,g5 Bc6,g6 Bf3,Ke3 Bh5,Ke4 Bd1,g7 1-0
Lasker Emanuel (GER),0,Bird Henry E (ENG),0,1-0,e4 e5,Nf3 Nc6,Bb5 Nd4,Bc4 Nxf3+,Qxf3 Nf6,d4 d6,Qb3,dxe5 dxe5,O-O c6,Qf3 h6,Nc3 g5,a4 Be6,Qe2,Rd1 Qf6,Be3 Bb4,Na2 Be7,b4 Nb6,Bb3 O-O,a5,Rab1 Nd6,Nc3 a6,Bb6 Ne8,Na4 Ng7,c3 Bxb3,Rxb3,g3 Bd8,Rb2 Qg6,Rbd2 h5,Bxd8 Raxd8,Rxd8 Rxd8,Rxd8+ Nxd8,Nc5 g4,Qd3 Ne6,Nxe6 Qxe6,Qd8+ Kh7,Qg5,Qxh5+ Kg7,Kg2 Qd7,h3 gxh3+,Qxh3 Qd6,Qg4+ Kf7,Qf3 Qe6,Qe3 Ke7,f3 Kd6,Kf2 Qa2+,Qe2 Qe6,Qd2+,g4 Qc4,Qe3 Qa2+,Kg3 Qa1,g5 fxg5,Kg4 Qb2,Kxg5,Kg4 Qh2,Kf5 Qg3,Kf6 c5,Qg5 Qh2,Qf5+ Kc6,Qc8+,Qxc5+ 1-0
Lasker Emanuel (GER),0,Bird Henry E (ENG),0,1-0,e4 c5,Nf3 Nc6,d4 cxd4,Nxd4 g6,Nxc6 bxc6,Qd4 f6,Nc3,Bc4 Nh6,O-O Nf7,Be3 O-O,Qd2 e6,Rfd1 Qa5,Rab1,b4 Qc7,Bf4 Ne5,Bb3 Bf8,b5 Rb8,a4 Be7,Bg3,f4 Bc5+,Kh1 Nf7,f5 e5,Bxf7 Kxf7,Qh6 g5,Qxh7+,Qh6+ Ke7,Qg7+ Kd8,Qxf6+ Be7,Qxe5 d6,f6 Bf8,Qxg5 Qf7,Bxd6 Bxd6,Rxd6+ 1-0
Lasker Emanuel (GER),0,Raimond,0,1-0,e4 e5,Nf3 Nc6,Bc4 Bc5,b4 Bxb4,c3 Bc5,d4 exd4,cxd4,Kf1 Be7,Qb3 Na5,Bxf7+ Kf8,Qc3 Kxf7,Qxa5 d6,Bb2 b6,Qa4 d5,exd5 Qxd5,Nc3 Qf5,Ne5+ Kf8,Nd5,Re1 Nf6,g4 Nxg4,Nxg4 Bd7,Qb3 Qxg4,h3 Qf5,Re3,Rf3 Bf4,Ba3+ Kg7,Nxf4 gxf4,Rg1+ Kh6,Bc1 Bb5+,Kg2 Bc6,Kh2 Bxf3,Qxf3 Raf8,Rg4 Rhg8,Bxf4+ Rg5,Bxg5+ Qxg5,Qxf8+ 1-0
Lasker Emanuel (GER),0,Showalter Jackson W (USA),0,1-0,d4 d5,Nf3 Nf6,c4 e6,Nc3 Be7,e3 O-O,Bd3 b6,O-O Bb7,Qe2 c5,Rd1 Nc6,b3 Rc8,dxc5 bxc5,Bb2 Qc7,Rac1,cxd5 exd5,Na4 Nd7,Bb1 Nce5,Nxe5 Nxe5,Bxh7+,Qh5+ Kg8,Qxe5 Qxe5,Bxe5 f6,Bb2 Rd7,Ba3 Rdc7,Rc2 Kf7,Rdc1 c4,Bxe7 Kxe7,b4 f5,Nc3 a6,Rd2,Rcd1 Rd8,f3 Ke5,Rd4 Rcd7,Kf2 Bc6,a4 Rb8,b5,axb5 Bxb5,Rxd5+ Ke6,Nxb5 Rxd5,Nc7+ Kd6,Nxd5 1-0
Lasker Emanuel (GER),0,NN (ITA),0,1-0,e4 e5,Nf3 Nc6,Bb5 Bc5,c3 d6,d4 exd4,cxd4 Bb4+,Kf1,Qa4 Qe7,d5 Qxe4,Nc3 Qe7,Bg5 Nf6,Re1 Na5,Qxb4,Re5 Bxb5+,Nxb5 Qd7,Nxa7+ Kb8,Re7 Qf5,Nc6+,Qxa5 1-0
Lasker Emanuel (GER),0,Albin Adolf (ROM),0,1-0,d4 d5,c4 e5,dxe5 d4,Nf3 Nc6,a3 Bg4,h3 Bxf3,gxf3,f4 Nc6,Bg2 Qd7,b4 a6,Bb2 Rd8,Nd2 Nge7,Nb3,Qd3 Be7,Be4 Nd6,Nc5 Qc8,Bf3 O-O,Rg1 Ne8,Nb3,O-O-O Qd6,Kb1 Qxf4,Rg4 Qh6,Bxc6 bxc6,Rxd4,c5 Re6,Qxa6 Qxh3,R4d3 Qh2,Nd4 Rf6,Re3 Bd8,Nc2 Rxf2,Rxd8 1-0
Lasker Emanuel (GER),0,Delmar Eugene (USA),0,1-0,e4 e6,d4 d5,Nc3 Nf6,Bg5 Be7,e5 Ng8,Be3 f5,a3 b6,g4 fxg4,Qxg4 Bf8,Bd3 Ne7,Nh3 Nf5,Nf4 g6,h4 c6,h5 g5,Nxe6 Nh6,Nxd8 Nxg4,Bxg5 Be7,Bxe7 Kxe7,Nxc6+,Nxd5+ Kd8,Be4 Bd7,f3 Nh6,Nf6 Rc8,Rg1 Nf5,Nxd7 Ncxd4,Bxf5 Nxf5,O-O-O Ne3,Nxb6+ Nxd1,Rxd1+,Nxc8+ Rxc8,Rd6 1-0
Lasker Emanuel (GER),0,Hanham James M (USA),0,1-0,d4 d5,c4 c6,Nc3 e6,Nf3 Nf6,e3 Be7,Bd3 Nbd7,O-O,b3 Qc7,Bb2 Rd8,Rc1 a6,Qe2 Nf8,Ne5 Ne8,f4,Nf3 f5,g4 fxg4,Ne5 Nf6,c5 Re8,Kh1 Bd8,Rg1,Nd1 Bd7,Bc3 Be8,Be1 Bh5,Qg2 N8d7,Bh4 Re8,Nf2,Qg3 Nf8,Rg2 Ng6,Bxf6 gxf6,Nxg6 hxg6,Bxg6 Bxg6,Qxg4 Qh7,Rcg1 Rc7,Qxg6+ Qxg6,Rxg6+ Kh8,Ng4 Rf8,Nh6 Rd7,f5 exf5,Nxf5 Bc7,Rh6+ 1-0
Lasker Emanuel (GER),0,Olly E N,0,1-0,e4 d5,exd5 Qxd5,Nc3 Qd8,d4 Nf6,Bg5 Nd5,Qf3 Nxc3,bxc3,Bf4 Qe6+,Be2 c6,c4 Bd7,Rb1 b6,Qg3 Na6,Nf3,h4 g6,Kd2 c5,c3 Qg4,Qxg4 Bxg4,a4 Rd8,Ke3,a5 Bxf3,Bxf3 e5,Bc6+ Kf7,dxe5 fxe5,Bg5 Rd6,Bd5+ Ke8,Ke4 h6,Be3 Nc7,Rb2 Kd7,Rhb1 Nxd5,cxd5,Bxc5 bxc5,Rb7+ Kc8,Rb8+ 1-0
Lasker Emanuel (GER),0,Pillsbury Harry N (USA),0,1-0,e4 e5,Nf3 Nc6,Bb5 g6,Bxc6 dxc6,d3 Bg7,Nc3 Be6,Be3,Qe2 c5,h3 c6,a4 b6,Nd2 Nf6,f3 Nd7,O-O g5,Nd1 h6,c3 O-O,Nf2 Rfd8,Rfd1 Nf8,a5 Ng6,axb6,Qf1 Nf4,Rxa8 Rxa8,Ra1 Qb7,Qb1 Ra6,Kh2 Bf8,g3 Ng6,Kg2 Qa7,Rxa6 Qxa6,Nf1 Bd6,c4 f6,Bd2,Ne3 h4,Nfg4 Bxg4,hxg4 hxg3,Nf5 Bf8,Kxg3 Qa7,Qh1 Qd7,Qb1 Ne7,Be3 Nxf5+,exf5 Qh7,Kg2 Qd7,Kf2,Ke2 Bd6,Bd2 Qa4,Qh1 Qa7,Be3 Kg7,Bxg5 fxg5,f6+ Kg8,Qh6 Qf7,Qxg5+ Kh8,Qf5 Bf8,g5 Qh5,Qxe5,Ke3 Qh4,f7+ Kh7,Qf5+ 1-0
Lasker Emanuel (GER),0,Pollock William (USA),0,1-0,e4 e5,Nf3 Nc6,Bb5 Nf6,O-O Nxe4,d4 Nd6,Bxc6 bxc6,dxe5,Bg5 Be7,Bxe7 Qxe7,Nc3 O-O,Re1 Nc5,Qd2 Rb8,b3,Rad1 Ne6,exf6 Qxf6,Ne4 Qf5,Ng3 Qf6,Ne4 Qf5,Qc3 Nf4,Ng3 Nh3+,gxh3 Qxf3,Qxf3 Rxf3,Kg2 Rf8,Re7,Ne4 Rb6,Nxc5 Rg6+,Kf1 d6,Nd3 Bxh3+,Ke1 Bg4,Rc1 c5,Rxa7 Re6+,Kd2 Re2+,Kc3 Bf5,a4 Bxd3,Kxd3,Kc4 Rxh2,Kd5 Rh5+,Kc6 Rhf5,a5 h5,a6 h4,Rb7,a7 Rf7,Rb8+ Rf8,Rxf8+ Rxf8,Rh1 g5,Rg1 Kh7,Rxg5 Kh6,Re5 h3,Re3 1-0
Lasker Emanuel (GER),0,McLeod D M,0,0-1,e4 e5,f4 d6,Nf3 Nc6,Bb5 Bd7,Nc3 Nf6,O-O Be7,d3,Kh1 Nh5,Bxc6 bxc6,Nxe5 Ng3+,hxg3 dxe5,fxe5 Bg5,Qf3 Bxc1,Raxc1 Qg5,Qf4 Qh5+,Kg1 Rae8,Kf2 f5,Kg1,Qxe4 Rxe5,Rxf8+ Kxf8,Rf1+ Kg8,Qf4 h6,Ne4,g4 Qxg4,Qxg4 Rxf1+,Kxf1 Bxg4,Kf2 Kf7,Ke3 g5,Kd4 Ke6,Kc5 Bf5,Ng3 Ke5,Kxc6 Be6,a4 Bd5+,Kxc7,b4 Kf4,Nh5+ Ke3,b5 Bf3,Ng7 h5,a5 h4,b6,axb6 h3,Nh5 h2,Ng3 Kf2,Ne4+ Bxe4,dxe4 h1Q,b7 Qh7+,Kc8 Qh8+,Kc7 Qg7+,Kc8 Qf8+,Kc7 Qc5+,Kd8,Kc8 Qc6+,Kb8 g4,c4 g3,c5 g2,Ka7 g1Q,e5,Kb8 Qe8+,Kc7 Qa5+,Kd6 Qad8# 0-1
Emanuel Lasker,N/A,Adolf Albin,N/A,1-0,d4 d5,c4 e5,dxe5 d4,Nf3 Nc6,a3 Bg4,h3 Bxf3,gxf3 Nxe5,f4 Nc6,Bg2 Qd7,b4 a6,Bb2 Rd8,Nd2 Nge7,Nb3 Nf5,Qd3 Be7,Be4 Nd6,Nc5 Qc8,Bf3 O-O,Rg1 Ne8,Nb3 Qd7,O-O-O Qd6,Kb1 Qxf4,Rg4 Qh6,Bxc6 bxc6,Rxd4 Rd6,c5 Re6,Qxa6 Qxh3,R4d3 Qg2,Nd4 Rf6,Re3 Bd8,Nc2 Rxf2,Rxd8
Emanuel Lasker,?,Joseph Henry Blackburne,?,1-0,e4 e6,d4 d5,Bd3 dxe4,Bxe4 Nf6,Bf3 c6,Ne2 Bd6,O-O Nbd7,Nd2 O-O,Nc4 Bc7,Bf4 Nb6,Ne5 Nfd5,Bg3 Qe7,c3 f5,Bxd5 Nxd5,Qc1 g5,f4 Bxe5,dxe5 g4,c4 Nc7,Qe3 Na6,Rfd1 Qc5,Qxc5 Nxc5,Nc3 b6,Rd6 Ba6,b3 Rad8,Rad1 Nb7,Rxe6 Rxd1+,Nxd1 Rd8,Ne3 Rd3,Nxf5 Rd1+,Kf2 Nc5,Rd6 Ne4+,Ke2 Rxd6,exd6 Nf6,Nh6+ Kf8,Bh4 Nd7,Be7+ Ke8,Nxg4 b5,cxb5 Bxb5+,Kd2 c5,Kc3 h5,Ne3 Nb6,h3 Bc6,g4 hxg4,hxg4 Nd5+,Nxd5 Bxd5,f5 Kd7,Kd3 a5,g5 Bc6,g6 Bf3,Ke3 Bh5,Kf4 Bd1,g7
Emanuel Lasker,?,Joseph Henry Blackburne,?,1-0,d4 d5,Nf3 Nf6,e3 Bg4,c4 Bxf3,gxf3 c6,Nc3 e6,Qb3 Qc7,Bd2 Nbd7,f4 dxc4,Bxc4 Nb6,Bd3 Nbd5,a3 Be7,Ne2 Qb6,Qc2 Qd8,f5 exf5,Bxf5 g6,Bh3 O-O,O-O Nh5,e4 Nc7,f4 Bf6,e5 Re8,Bg4 Bg7,Rf2 Qh4,Rg2 Nd5,Rf1 f5,Be1 Qe7,Bxh5 gxh5,Ng3 Rf8,Nxf5 Rxf5,Qxf5 Ne3,Qg5 Qxg5,Rxg5 Nxf1,Kxf1 Rf8,Bd2 h6,Rxh5 Kh7,Ke2 Kg6,Rh3 Kf5,Kf3 Rd8,Be3 c5,dxc5 Rd3,Rg3 Bf8,b4 Rxa3,Rg8 Be7,Rg7 Bh4,Rf7+ Kg6,Rxb7 Be1,Ke4 Ra4,f5+ Kh5,c6 Bxb4,Rxa7 Ba5+,Bd4
