Carlsen Magnus (NOR),2625,Cordts Ingo (GER),2225,0-1,d4 Nf6,c4 c5,Nf3 cxd4,Nxd4 e5,Nb5 d5,cxd5 Bc5,N5c3,e3 e4,h3 Re8,g4 Re5,Bc4 Nbd7,Qb3 Ne8,Nd2,Be2 Qh4,Nc4 Nxc4,Qxc4 b5,Qxb5 Rb8,Qa4 Nf6,Qc6 Nd7,d6 Re6,Nxe4 Bb7,Qxd7 Bxe4,Rh2 Bxd6,Bc4,Qxa7 Bxh2,Bxe6 fxe6,Qa6 Bf3,Bd2 Qxh3,Qxe6+,Qe7 Bc7 0-1
Carlsen Magnus (NOR),2625,Olzem Lothar (GER),2179,1/2-1/2,d4 d5,Bg5 h6,Bh4 Bf5,Nf3 Nd7,e3 Ngf6,Bd3 Bxd3,Qxd3 e6,c4 O-O,Nc3 c6,e4 dxe4,Nxe4 Nxe4,Bxe7 Qxe7,Qxe4,b3 Rfd8,Rad1 a5,Qe1 Qb6,Qc3 Nf6,Ne5 Qb4,Qb2 a4,Nc5 Nd7,b4 Nxc5,dxc5 Qc7,a3 Qf4,Qc2 g6,g3 Qg4,Kg2 Qf5,Qxf5 gxf5,Kf3 Kf8,Rd6 Ke7,Rfd1 Rab8,Rxd8 Rxd8,Rxd8 Kxd8,g4 Ke7,gxf5 exf5 /2-1/
Magnus Carlsen,?,Alexey Shirov,?,1/2-1/2,e4 e5,Nf3 Nc6,Bb5 a6,Ba4 Nf6,O-O Be7,Re1 b5,Bb3 O-O,a3 d6,c3 Na5,Bc2 c5,d4 Nd7,b4 cxb4,cxb4 Nc4,Nc3 Ndb6,h3 exd4,Nxd4 Bf6,Rb1 Bd7,Rb3 Re8,f4 Rc8,Kh1 g6,Rf1 Bg7,Nce2 Na4,f5 Nab6,Nf4 Qf6,fxg6 fxg6,Nf5 Kh8,Nxg7 Qxg7,Rg3 Rf8,e5 Nxe5,Bb2 Nbc4,Nxg6+ hxg6,Rxf8+ Rxf8,Bxg6 Bg4,Rxg4 Qf6,Bd4 Qf1+,Qxf1 Rxf1+,Kh2 Nxa3,Bd3 Rd1,Rg3 Nc4,h4 Nd2,Bc3 Nc4,h5 Nb6,h6 Nd5,Rf3 Nf6,Bf5 Ng8,h7 Nf6,Rh3 Rf1,g4 Rf4,Rg3 Kg7,Rh3 Kh8,Rg3 Kg7,Kg2 Nxh7,Rd3 Nf6,Rxd6 Nexg4,Bxg4 Rxg4+,Kf3 Rg6,Rxa6 Kf7,Ra7+ Ke6,Ra6+ Kf7,Rc6
Magnus Carlsen,?,Peter Svidler,?,1-0,c4 g6,d4 Bg7,Nc3 c5,d5 Bxc3+,bxc3 f5,e4 fxe4,f3 Nf6,fxe4 Qa5,Nf3 Nxe4,Qc2 O-O,Bd3 Qxc3+,Qxc3 Nxc3,a4 e6,Bd2 exd5,Bxc3 d4,Bd2 Nc6,O-O d6,Bh6 Rf6,Ng5 Bf5,Be4 Ne5,Bxb7 Re8,Bd5+ Kh8,Ne4 Bxe4,Rxf6 Bxd5,cxd5
