Alexander Alekhine,?,Alfred Berman,?,1-0,e4 e5,Nc3 Bc5,Nf3 Nc6,Nxe5 Bxf2+,Kxf2 Nxe5,d4 Ng6,Bc4 d6,Rf1 Be6,Bd3 Qf6+,Kg1 Qxd4+,Kh1 c6,Qe2 Nf6,Be3 Qe5,h3 h5,Bg1 Ke7,Bh2 Qg5,Rad1 Ne5,Bf4 Qg6,Qe1 Ne8,Ne2 f6,Nd4 Rd8,Qb4 Rd7,Bxe5 fxe5,Nf5+ Bxf5,exf5 Qf6,Bc4 b5,Be6 Rb7,c4 c5,Qa5 Nc7,Rxd6 Na8,Rfd1 Nb6,Qxb5 Rc7,Rd7+ Nxd7,Rxd7+ Rxd7,Qxd7+ Kf8,Qc8+ Ke7,Qxc5+ Ke8,Qc6+ Kf8,Qc8+ Ke7,Qxh8 Qg5,f6+ Qxf6,Qxh5 Qf1+,Kh2 Qf4+,Kg1 Qc1+,Kf2 Qxb2+,Kg3 Qc3+,Kh2 Kxe6,Qe8+ Kf6,Qf8+ Kg6,c5 e4,Qe8+ Kf5,Qf7+ Kg5,h4+ Kg4,Qg6+ Kf4,Qg5#
Alexander Alekhine,?,Abraham Frieman,?,1-0,e4 e5,d4 exd4,c3 d5,exd5 Qxd5,cxd4 Nf6,Nc3 Bb4,Nf3 Nc6,Be2 O-O,O-O Bxc3,bxc3 b6,c4 Qd8,d5 Ne7,Nd4 Bb7,Bb2 c6,Bf3 cxd5,Re1 Re8,Qd2 Rb8,Qg5 Ng6,Nf5 Rxe1+,Rxe1 dxc4,Bxb7 Rxb7,Bxf6 Qxf6,Re8+ Nf8,Nh6+ Qxh6,Rxf8+ Kxf8,Qd8#
Alexander Alekhine,?,Cercle de la Rive Gauche,?,1-0,c4 e5,Nc3 c5,g3 Nc6,Bg2 Nf6,d3 h6,Nf3 Be7,O-O d6,a3 O-O,Rb1 Be6,b4 e4,dxe4 cxb4,Nd5 Nxe4,Qc2 Nf6,axb4 Nxd5,cxd5 Bxd5,Rd1 Bxf3,exf3 Qb6,Be3 Qb5,f4 Nd8,Rd5 Qd7,b5 Rc8,Qd3 b6,Ra1 Rc7,f5 f6,Rd4 Re8,Bd5+ Kh7,Qe2 Rf8,Rg4 Qe8,Rg6 Rh8,Qh5 Bf8,Rxh6+
Alexander Alekhine,?,Groupe de Joueurs isoles,?,1-0,e4 c5,b4 e6,bxc5 Bxc5,d4 Bb4+,c3 Be7,Bd3 Nc6,Ne2 d5,Nd2 dxe4,Nxe4 f5,N4g3 Nf6,O-O O-O,Nf4 Qc7,Re1 Nd5,Nxd5 exd5,Qf3 Qd7,Bf4 g5,Be5 g4,Qf4 Qd8,Bxf5
Alexander Alekhine,?,Cercle de l'Union Artistique,?,1-0,e4 e5,Nf3 Nc6,Bb5 a6,Bxc6 dxc6,Nc3 Bc5,Nxe5 Bxf2+,Kxf2 Qd4+,Ke1 Qxe5,d4 Qe6,d5 Qg6,Qd2 Ne7,Qg5 f6,Qxg6+ Nxg6,dxc6 bxc6,Be3 O-O,Rd1 Re8,Kd2 Bg4,Rde1 Ne5,Kc1 Nc4,Bc5 Re6,Rhf1 Rae8,b3 Nd6,Bxd6 cxd6,Kd2 Bh5,Rf5 Re5,Rxe5 Rxe5,b4 Bg6,a4 Kf7,Re3 Ke6,Kd3 f5,Kd4 fxe4,Nxe4 h6,c4 Bxe4,Rxe4 Rxe4+,Kxe4 Kd7,b5 Kc7,bxa6 g6,Kd4 Kb6,c5+
Alexander Alekhine,?,Cercle de la Rive Gauche,?,1-0,e4 c6,d4 d5,exd5 cxd5,c4 Nc6,Nc3 Nf6,Bf4 Bf5,Nf3 e6,c5 Be7,Bd3 Bxd3,Qxd3 O-O,O-O Nh5,Bd2 g6,a3 a6,b4 Bf6,Rfe1 Re8,Rab1 Ng7,h3 Nf5,Ne2 b5,Rbc1 Qd7,Bc3 Reb8,Ng3 Nxg3,fxg3 Qc7,g4 a5,g5 Bg7,Nh2 axb4,axb4 Ra3,Ng4 Rxc3,Rxc3 Bxd4+,Kh1 Bxc3,Qxc3 d4,Qf3 Nxb4,Nh6+ Kf8,Rxe6 Re8,Rxe8+ Kxe8,Qe4+ Qe7,Qxd4 Qxg5,Qxb4 Qxh6,Qxb5+ Kd8,Qb6+ Kc8,Qc6+ Kd8,Qd6+ Kc8,Kh2 Qg5,c6 Qd8,Qf4 Qc7,Kg3 Qxf4+,Kxf4 f6,Ke4 Kc7,Kd5 f5,h4 h6,Ke6 f4,Kf6 g5,hxg5 hxg5,Kxg5 Kxc6,Kxf4
Alexander Alekhine,?,Herman Steiner,?,1-0,e4 c5,Nf3 g6,d4 cxd4,Nxd4 Bg7,c4 Nc6,Be3 Nf6,Nc3 d6,Be2 Bd7,f3 O-O,Rc1 Rc8,O-O a6,Nd5 Nxd5,exd5 Nb8,Qd2 a5,Rfe1 Na6,b3 Nc5,Rcd1 Qc7,Bh6 Bxh6,Qxh6 e5,dxe6 fxe6,Nb5 Bxb5,cxb5 d5,Bf1 Rf5,Qe3 Qd6,a3 Re8,b4 axb4,axb4 Nd7,Qc3 Rh5,g3 Qb6+,Kg2 Rf8,Qd4 Qxd4,Rxd4 Ne5,f4 Rxh2+,Kxh2 Nf3+,Kg2 Nxd4,Rc1 Rf7,b6 Nc6,Ba6 Nxb4,Bxb7 Re7,Bc8 Kf7,b7 Na6,Ra1 Nb8,Ra8 Nc6,b8=Q Nxb8,Rxb8 Kf6,Kf3 h6,Rb6 g5,fxg5+ hxg5,Kg4 Re8,Bd7 Re7,Bc6 d4,Be4 Ke5,Bd3 Rc7,Rb5+ Kf6,Kf3 Rc1,Rb1 Rc3,Rd1 Ke5,Kg4 Kd5,Kxg5 e5,Kf5 Rxd3,Rxd3 e4,Rd1 d3,Kf4 Kd4,Ra1 d2,Ra8
Alexander Alekhine,?,Journal Excelsior,?,1-0,e4 e6,Qe2 c5,Nf3 Nc6,c3 d5,d3 d4,e5 f6,Bf4 b5,Nbd2 Be7,Ne4 fxe5,Nxe5 Nxe5,Bxe5 Nf6,Nxf6+ Bxf6,Qh5+ g6,Bxf6 Qxf6,Qxc5 dxc3,Qxc3 Qxc3+,bxc3 Rb8,Be2 Bd7,Bf3 Ke7,Kd2 Rb6,Rhe1 Rf8,Re5 Rf4,d4 b4,Ke3 Rf5,Rxf5 exf5,c4 Ra6,Bd1 Ra3+,Kd2 Ba4,Bxa4 Rxa4,Kc2 Ra3,Re1+ Kd7,Kb2 Rd3,d5 Rd2+,Kb3 a5,Re6 Rd3+,Ka4 Ra3+,Kb5 Rxa2,c5 Rd2,c6+ Kd8,d6 b3,c7+ Kd7,Re7+
Alexander Alekhine,?,Les Echecs du Palais Royal,?,1-0,e4 e5,Nf3 Nc6,Bb5 Bc5,c3 Nge7,d4 exd4,cxd4 Bb4+,Bd2 Bxd2+,Qxd2 d5,exd5 Nxd5,Bxc6+ bxc6,O-O O-O,Nc3 Be6,Ne4 f6,Rac1 Ne7,Nc5 Bxa2,b3 Bxb3,Nxb3 Qd5,Nc5 Rfd8,Rfe1 Nf5,Ne6
Alexander Alekhine,?,Groupe de Joueurs isoles,?,1-0,d4 d5,c4 Nf6,cxd5 Nxd5,e4 Nf6,Bd3 Nc6,Nf3 Bg4,d5 Bxf3,gxf3 Ne5,Bb5+ c6,Bf4 Nxf3+,Qxf3 cxb5,Nc3 a6,Rd1 g6,e5 Nh5,Bg5 Qc7,d6 exd6,Nd5 Qa5+,b4 Qxa2,Nc7+ Kd7,Qxb7
Alexander Alekhine,?,Groupe du Cafe Terminus,?,1-0,e4 e5,Nc3 Nc6,Bc4 Nf6,d3 Bc5,f4 d6,Nf3 Bg4,Na4 Qe7,Nxc5 dxc5,O-O Nd7,c3 a6,h3 Bxf3,Qxf3 O-O-O,Bd5 Na7,Be3 Kb8,b4 Nb5,bxc5 Nxc5,d4 Rxd5,exd5 e4,Qg4 Nd7,Rfc1 g6,c4 f5,Qe2 Na7,Rab1 Nb6,Qb2
