Mikhail Botvinnik,?,Vasily Smyslov,?,1/2-1/2,e4 e5,Nf3 Nc6,Bb5 a6,Ba4 Nf6,O-O Be7,Re1 b5,Bb3 O-O,d3 d6,c3 Na5,Bc2 c5,Nbd2 Be6,Nf1 Nd7,d4 cxd4,cxd4 f6,Ne3 Re8,d5 Bf7,b4 Nc4,Nxc4 bxc4,Ba4 a5,bxa5 Rf8,Bc6 Rxa5,Bd2 Ra3,Re3 Rxe3,Bxe3 Nb8,Bb5 c3,Qb3 Qa5,Rc1 Rc8,Bc4 Nd7,Rxc3 Nc5,Bxc5 Rxc5,Rc2 Be8,Bd3 Kf8,Rxc5 Qxc5,Qc4 Qa3,g3 Bd8,Kg2 Bb6,Ne1 Qa5,Nc2 Qd2,Be2 Bc5,Qd3 Qa5,Qa6 Qd2,Ne3 Bd7,Kf3 Qe1,Bf1 Ke7,Qe2 Qc3,Qc2 Qe1,Qd1 Qc3,Bd3 g6,Qc2 Qe1,Qd1 Qc3,Qe2 Qc1,Kg2 h5,Nc4 h4,gxh4 Qf4,Ne3 Qxh4,Qf3 Kd8,Bc2 Kc7,Qg3 Qxg3+,Kxg3 Bxe3,fxe3 Kb6,h4 Kc5,Bd1 Be8,a3 Kc4,Kf2 Kc3
Mikhail Botvinnik,?,David Bronstein,?,1/2-1/2,d4 e6,c4 f5,g3 Nf6,Bg2 Be7,Nc3 O-O,e3 d6,Nge2 c6,O-O e5,d5 Qe8,e4 Qh5,exf5 Bxf5,f3 Qg6,Be3 Nbd7,Qd2 cxd5,cxd5 Bd8,Rac1 Ba5,g4 Bd3,Rfd1 Bc4,Qc2 Qxc2,Rxc2 Nb6,Rcd2 Ba6,Bf2 Nc4,Rc2 Bb6,Bxb6 axb6,Re1 Ne3,Rd2 Nc4,Rc2 Ne3,Rd2 Nc4,Rc2
Mikhail Botvinnik,?,David Bronstein,?,1/2-1/2,e4 e6,d4 d5,Nd2 c5,exd5 exd5,Bb5+ Bd7,Qe2+ Be7,dxc5 Nf6,Ngf3 O-O,O-O Re8,Nb3 Bxc5,Qd3 a6,Bxd7 Nbxd7,Bg5 Bf8,Rad1 Qc7,c3 h6,Bh4 Re4,Bg3 Qb6,Nfd2 Ree8,Qc2 Rac8,Nf3 g6,Rfe1 Bg7,Rxe8+ Rxe8,Bf4 Bf8,h3 Kh7,Nh2 Ne5,Be3 Qc7,Bd4 Ne4,Bxe5 Qxe5,Ng4 Qf4,Qc1 Qd6,Qc2 Nf6,Nxf6+ Qxf6,Qd3 Rd8,Qe3 Bg7,g3 h5,Kg2 Rd6,Nd4 Rd7,Nf3 Bh6,Qd4 Qxd4,Nxd4 Bg7,Nc2 a5,a4 Rd8,Kf3 Bf6,Nd4 Kg7,Nb5 Kf8,Nc7 d4,c4 Be7,Nd5 Bc5,Ke2 Re8+,Kd3 b6,g4 Kg7,Rh1 h4,g5 Re5,Rg1 Kf8,f3 Kg7,f4 Re8,Kd2 Re6,Re1 Rxe1,Kxe1 Kf8,Ke2 Ke8,Kd3 Kd7,Ke4 Kd6,Nf6 Ke6,Kd3 Kf5,Nd5 Ke6,Ke4 d3,Kxd3 Kf5
Mikhail Botvinnik,?,Tigran Vartanovich Petrosian,?,1/2-1/2,d4 d5,c4 dxc4,Nf3 Nf6,e3 e6,Bxc4 c5,O-O a6,a4 Nc6,Qe2 Be7,dxc5 Bxc5,e4 Ng4,Bf4 Qf6,Bg3 Nge5,Nxe5 Nxe5,Nd2 O-O,Rad1 b6,Qh5 Nxc4,Nxc4 a5,Ne5 Qe7,Rd2 f6,Nd3 e5,Nxc5 Qxc5,Qd1 Be6,Re1 Rac8,h3 Qb4,Re3 Rc4,b3 Rc6,Kh2 b5
