Grischuk Alexander (RUS),2717,Mohsin Basim A (BRN),2205,1-0,e4 c5,Nc3 Nc6,g3 d6,Bg2 Nf6,d3 g6,f4 Bg7,Nf3 O-O,O-O Be6,h3 Qd7,g4 Qc7,f5 Bd7,Be3 Rab8,a4 a6,Ne2,axb5 axb5,Qd2 Rfc8,Ng3 d5,Bf4 Qb7,Bxb8 Qxb8,Qf2 dxe4,dxe4 Ne8,c3 b4,Rad1 Qc7,fxg6 hxg6,Qxc5,hxg4 Qxg3,Qd5 Nf6,Qg5 Kh7,Qh4+ Qxh4,Nxh4,Bh3 Nce5,Bxg4 Nxg4,Rxf7 bxc3,bxc3 Rxc3,Rxe7,Kf1 Ne3+,Kf2 Rh3,Rdd7 Ng4+,Kg2 Rxh4,Rxg7+,Kg3 1-0
Grischuk Alexander (RUS),2717,Simons Rudi (NED),2116,1-0,e4 e5,Nf3 Nc6,Bb5 a6,Ba4 b5,Bb3 Nf6,Ng5 Be7,Nxf7 Rf8,O-O Nxe4,Qh5+ g6,Qxh7 Ng5,Qxg6+ Nf7,d3 a5,Bh6,Qxf7# 1-0
Alexander Grischuk,2732,Viswanathan Anand,2803,1/2-1/2,d4 d5,c4 c6,Nf3 Nf6,Nc3 e6,Bg5 h6,Bh4 dxc4,e4 g5,Bg3 b5,Be2 Bb7,h4 g4,Ne5 Rg8,Nxg4 Nxg4,Bxg4 b4,Na4 c5,d5 exd5,exd5 Qxd5,Qxd5 Bxd5,O-O-O Rxg4,Rxd5 Nd7,Re1+ Kd8,Red1 Rd4,R1xd4 cxd4,Rxd4 Rc8,Bd6 Ke8,Re4+ Kd8,Bxf8 Nxf8,a3 bxa3,bxa3 Rc6,Nb2 Rf6,Re2 c3,Nd1 Ra6,Ra2 Ng6,g3 Rc6,Kc2 Ne7,Nxc3 Nd5,Kd3 Rxc3+,Kd4 a5,Kxd5 a4,Kd4 Rb3,Kc4 Kc8,Rc2 Kd7,Rc3 Rb2,Rf3 Ke6,g4 Ke7,Kd5 Rb3,Ke4 Rb2,Kf5 Rb5+,Kf4 Kf6,Rd3 Rb2,f3 Ra2,Ke4 Rh2,Rd4 Rxh4,Rxa4 Rh1,Rb4 Ra1,a4 Kg6,Kd5 Ra3,Kc6 Rxf3,a5 f5,a6 Ra3,gxf5+ Kxf5,Kb6 h5,Rb5+ Kg4,Ra5 Rf3,a7 Rf8,a8=Q Rxa8,Rxa8 h4,Kc5 h3,Kd4 h2,Rh8 Kg3,Ke3 Kg2,Rg8+ Kf1,Rh8 Kg1,Rxh2 Kxh2,Ke4
