Tal Mikhail (LAT),0,Balashov Yuri S (RUS),2590,1/2-1/2,d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Nbd2 b6 5.e3 Bb7 6.Bd3 O-O 7.O-O,dxc5 bxc5 9.Nb3 d6 10.a3 Ba5 11.Nxa5 Qxa5 12.b4 Qc7 13.Bb2,Rc1 Rfd8 15.Bc3 a6 16.Qe2 h6 17.Rfd1 Be4 18.Nd2 Bb7 19.Nf3 1/2-1/2
Tal Mikhail (LAT),0,Byrne Robert E (USA),2550,1-0,e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.a4 g6 7.Be2,Be3 O-O 9.O-O Nc6 10.f4 Bd7 11.Nb3 Rc8 12.Bf3 Be6 13.Nd5,c3 f5 15.exf5 Bxf5 16.Nd4 e6 17.Nxc6 bxc6 18.Nb4 c5 19.Nc6,Bxc6 Nf6 21.Bf3 h5 22.Qe2 Qa5 23.Bf2 d5 24.h3 Re8 25.Rfe1,g4 hxg4 27.hxg4 Be4 28.Bh4 c4 29.Qe3 Bxf3 30.Qxf3 Ne4,f5 Qb6+ 32.Bf2 Qxb2 33.fxe6+ Kg8 34.Qf7+ Kh7 35.Bd4 Rg8 36.e7,Re3 1-0
Tal Mikhail (LAT),0,Gligoric Svetozar (SCG),2565,1-0,e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3,c3 O-O 9.d4 Bg4 10.d5 Na5 11.Bc2 c6 12.h3 Bxf3 13.Qxf3 cxd5,exd5 Nc4 15.Nd2 Nb6 16.Nf1 Ne8 17.a4 g6 18.axb5 axb5 19.Bh6,Bd3 b4 21.cxb4 Rxa1 22.Rxa1 Bg5 23.Bxg5 Qxg5 24.Ra7 Qf4,Be4 Qxf3 26.Bxf3 Rb8 27.Ne3 Ne8 28.g4 Nc8 29.Ra3 Nc7 30.Be2,Ra5 Nc8 32.Ba6 Ne7 33.Bc4 Nc8 34.b5 h6 35.Kg2 Kg7 36.Kf3,Ke4 Kg5 38.h4+ Kf6 39.g5+ hxg5 40.Ng4+ Ke7 41.hxg5 Ne8,Ra6 Rb7 43.Rc6 Na7 44.Ra6 Nc8 45.Ra3 Nb6 46.Kd3 Nc7 47.Nf6,Nxd7 Kxd7 49.Ra5 Kc8 50.Kc3 Rb8 51.Kb4 Kb7 52.Ra3 Rh8,Rf3 Rh7 54.Ka5 Rh4 55.b3 Rf4 56.Rxf4 exf4 57.b6 Ne8 58.Bb5,Bd7 f3 60.Bg4 Nh5 61.Bxf3 Nf4 62.Bg4 Nd3 63.f3 1-0
Tal Mikhail (LAT),0,Ivkov Borislav (SCG),2515,1/2-1/2,e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Be7 6.dxe5 O-O 7.Qe2,Be3 Ne6 9.Nc3 f6 10.exf6 Bxf6 11.Bc4 Kh8 12.Bxe6 dxe6 13.Rad1,Nb5 Qe7 15.Qc4 e5 16.Nc3 Be6 17.Qb5 Rfb8 18.Rfe1 a6 19.Qa4,Bg5 Qxa4 21.Nxa4 Bg4 22.Bxf6 gxf6 23.Rd2 Bxf3 24.gxf3,Re3 Rg8+ 26.Kf1 Rg7 27.Nc3 Rag8 28.Ne2 c5 29.Nxd4 exd4,Re6 Rg2 31.b4 cxb4 32.Rxd4 Rxh2 33.Rxb4 b5 34.Rxa6 Rgg2 35.Ra8+,Rg4+ Rxg4 37.fxg4 Rh4 38.a4 bxa4 39.Rxa4 f5 40.Kg2 fxg4,Rc4 Kf6 42.Kg3 Rh1 43.Rf4+ Ke5 44.Rxg4 h5 45.Rh4 Rg1+ 46.Kf3,Rxh5+ Kd6 48.Rh6+ Kd7 49.Rh4 Rxc2 50.Re4 Rc8 51.Kg4 Rg8+,Kh5 Kd6 53.f4 Kd5 54.Re7 Kd6 55.Re4 Kd5 56.Re5+ Kd6 57.Rg5,Kg4 Ke6 59.Re5+ Kf6 1/2-1/2
Tal Mikhail (LAT),0,Miles Anthony J (ENG),2565,1/2-1/2,c4 c5 2.Nf3 Nf6 3.Nc3 d5 4.cxd5 Nxd5 5.d4 Nxc3 6.bxc3 g6 7.e3,Bd3 O-O 9.O-O Nc6 10.Ba3 b6 11.dxc5 Qc7 12.Be4 Bb7 13.Qc2,Rab1 Rfc8 15.c4 Rab8 16.Rfc1 bxc5 17.Ng5 e6 18.Bxb7 Nxb7,Ne4 f5 20.Nc3 Nd6 21.Na4 Rxb1 22.Rxb1 Qa5 23.f3 Rc6 24.Rd1,Qb3 Qa5 26.g3 Bf8 27.Qc2 Ra6 28.Bxc5 1/2-1/2
Tal Mikhail (LAT),0,Portisch Lajos (HUN),2630,1/2-1/2,e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3,h5 Bh7 9.Bd3 Bxd3 10.Qxd3 e6 11.Bf4 Qa5+ 12.Bd2 Qc7 13.Qe2,c4 Bd6 15.Nf5 Bf4 16.Bxf4 Qxf4 17.Ne3 c5 18.Nd5 Nxd5,cxd5 O-O 20.dxe6 Rfe8 21.O-O Rxe6 22.Qb5 Qc7 23.Rac1 a6 24.Qb3,Rfe1 Rxe1+ 26.Rxe1 Nf6 27.Qc4 Rc8 28.Qxa6 cxd4 29.Nxd4,Nf3 1/2-1/2
Tal Mikhail (LAT),0,Spassky Boris V (FRA),2630,1/2-1/2,e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3,c3 O-O 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 cxd4 13.cxd4,Nb3 a5 15.Be3 a4 16.Nbd2 Nb4 17.Bb1 Bd7 18.a3 Nc6 19.Ba2,Rc1 Qb8 21.Qe2 h6 22.dxe5 dxe5 23.Nh4 Rfd8 24.Qf3 b4,Nc4 Be6 26.Nf5 Bxf5 27.Qxf5 b3 28.Bb1 g6 29.Qf3 Nd4 30.Bxd4,Bd3 Rc5 32.Rc3 Nd7 33.g3 h5 34.h4 Nf8 35.Rec1 Ne6 36.Na5,Rxc5 Bxc5 38.Nc4 Qc7 39.Bf1 Kg7 40.Rc3 Rd8 41.Rd3 Bd4,Rd2 Qc5 43.Kg2 Rc8 44.Ne3 Qc1 45.Rd1 Bxe3 46.Rxc1 Bxc1 47.Bb5,Qd3 Bxb2 49.Bxa4 Rc3 50.Qa6 Bxa3 51.Qa5 Rc5 52.Qa7 Nb5,Qxc5 Bxc5 54.Bxb5 Bd6 55.Kf3 Kf8 56.Ke2 Bc5 57.f3 b2 58.Bd3,Kd2 Bf2 60.Kc2 Bxg3 61.Kxb2 Bxh4 62.Kc2 Kg7 63.Kd1 Bg3,Bb5 Kh6 65.Ke2 Kg5 66.Kf1 1/2-1/2
Tal Mikhail (LAT),0,Vukic Milan (SCG),2480,1/2-1/2,e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.Bc4 e6 7.N1e2,h4 h6 9.Nf4 Bh7 10.O-O Bd6 11.Nxe6 fxe6 12.Bxe6 Qc7 13.Nh5,c4 Bg6 15.Ng3 Nbd7 16.c5 Bxg3 17.fxg3 Nd5 18.Re1 O-O-O,Qg4 Bf7 20.Bxd5 Bxd5 21.Bf4 h5 22.Qg5 Qa5 23.Re2 Qa4 24.Rd2,Qxg7 Qc4 26.Qg6 Re2 27.Qd6 Rxf4 28.Qxf4 Bxg2 29.b3 Qe6,Rxe2 Qxe2 31.Qf2 Qxf2+ 32.Kxf2 Bh3 33.Re1 Kd8 34.Kf3 Nf8 35.Re5,Ke4 Nh7 37.Kf4 Kd7 38.d5 cxd5 39.Rxd5+ Kc6 40.Ke5 Nf8,b4 Nd7+ 42.Kd4 Kb5 43.a3 Nb8 44.Rg5 Nc6+ 45.Kc3 a5 46.Rg7,axb4 Nd8 48.Rh7 b6 49.cxb6 Kxb6 50.Kc4 Nc6 51.Rg7 Be2+,Kc3 Bf3 53.Rg6 Bd1 54.Rg5 Be2 55.Rc5 Bg4 56.Rc4 Ne7 1/2-1/2
Tal Mikhail (LAT),0,Polugaevsky Lev A (RUS),2620,1/2-1/2,d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+ 6.Bd2 Be7 7.Nc3,O-O Na6 9.Rc1 Re8 10.Qa4 Qc8 11.Rfd1 c5 12.Bg5 d6 13.dxc5,Qc2 Nce4 15.Nxe4 Bxe4 16.Qb3 Qc5 17.Qe3 1/2-1/2
Tal Mikhail (LAT),0,Kochyev Alexander (RUS),2555,1-0,c4 Nf6 2.Nc3 g6 3.e4 d6 4.d4 Bg7 5.f3 O-O 6.Bg5 c6 7.Qd2 a6,Bd3 b5 9.Nge2 e5 10.d5 bxc4 11.Bxc4 h6 12.Bxh6 Nxe4 13.Nxe4,g3 Qxh6 15.Qxh6 Bxh6 16.Kf2 Rd8 17.g4 Bb7 18.Rad1 cxd5,Bxd5 Bxd5 20.Rxd5 Nc6 21.a3 Ne7 22.Rxd6 Rxd6 23.Nxd6 Rd8 24.Nc4,h4 Rd3 26.g5 Bg7 27.Rc1 Nd4 28.Rc3 Rd1 29.Ng3 f5 30.h5,Rb3 Rd4 32.a4 Nc7 33.Rb8+ Kh7 34.b3 Rd7 35.Rb6 1-0
Tal Mikhail (LAT),0,Dorfman Josif D (FRA),2550,1-0,c4 c6 2.d4 d5 3.Nc3 e6 4.e4 dxe4 5.Nxe4 Bb4+ 6.Bd2 Qxd4 7.Bxb4,Be2 Na6 9.Bd6 e5 10.Nf3 Bg4 11.O-O O-O-O 12.Bd3 Qf4 13.Bxe5,Nxe5 Bxd1 15.Bf5+ Kc7 16.Nxf7 Ne7 17.Bxh7 Bg4 18.Nxh8,Rfe1 Nc8 20.Bc2 Nb4 21.Be4 a5 22.f3 Bd7 23.Rad1 Nd6 24.c5,Rxe4 Nd5 26.g4 Rf8 27.Kg2 a4 28.a3 Ra8 29.h4 Ra5 30.Rc1,Rc2 Rb3 32.Kf2 Kd8 33.Rxa4 Ke7 34.Re2+ Kf7 35.h5 Be6 36.Rae4,Rd2 Kf6 38.Kg3 Bc8 39.Rf2 Rd3 40.Re8 Bd7 41.Rb8 Ne3 42.Kf4,Kg3 Ne3 44.Re2 Rb3 45.Rf8+ Ke7 46.Rf4 Kd8 47.Rf7 1-0
Tal Mikhail (LAT),0,Geller Efim P (RUS),2455,1/2-1/2,c4 e6 2.Nc3 d5 3.d4 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6,Rc1 c6 9.Bd3 Nd7 10.cxd5 exd5 11.b4 Be7 12.b5 Ba3 13.Rc2,O-O Nf6 15.bxc6 bxc6 16.Na4 Ne4 17.Ne5 Qe8 18.f3 c5 19.fxe4,Ng4 dxe4 21.Bc4 Bxg4 22.Qxg4 Qxa4 23.Rxf7 Rxf7 24.Bxf7+,Qf5+ Ke7 26.Qxe4+ Kd7 27.Qb7+ Ke6 28.Qe4+ Kd7 1/2-1/2
Tal Mikhail (LAT),0,Gulko Boris F (USA),2575,1/2-1/2,Nf3 Nf6 2.c4 c5 3.Nc3 Nc6 4.g3 g6 5.Bg2 Bg7 6.O-O O-O 7.d4,Nxd4 Nxd4 9.Qxd4 d6 10.Qd3 Bf5 11.e4 Be6 12.b3 Nd7 13.Bd2,Rac1 Nc5 15.Qe2 b5 16.Nd5 bxc4 17.Qxc4 a5 18.Rfe1 Qd7 19.Nb6,Nd5 Qd7 21.Nb6 Qb7 1/2-1/2
Tal Mikhail (LAT),0,Makarichev Sergey (RUS),2495,1-0,c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 Bb4 5.Nd5 Nxd5 6.cxd5 Nd4 7.Nxd4,Qc2 Qe7 9.Bg2 Ba5 10.O-O Bb6 11.b3 d6 12.Bb2 O-O 13.e3,dxe3 a5 15.a3 Bd7 16.Rfd1 Rac8 17.Bd4 c5 18.dxc6 Bxc6,Bxc6 Rxc6 20.Qf5 Bc5 21.b4 axb4 22.axb4 Bxd4 23.Rxd4 g6 24.Qg4,Qf3 Rfc8 26.Rad1 Kg7 27.Kg2 Rb6 28.Re4 Qf6 29.Rf4 Qe6,Rd5 Rc1 31.Rfd4 Rb1 32.e4 R1xb4 33.Rxb4 1-0
